name,category,latitude,longitude,address,phone,website,google_maps_url,rating,review_count,price_level,hours,open_now,types,place_id
Panadería Artesanal La Farina (le fournil),Bakeries,15.6670274,-96.5470658,"Av principal Supermanzana camino entre la lavandería y el grillo, 70949 San Agustinillo, Oax., Mexico",55 3940 6028,https://www.instagram.com/lafarinasanagustinillo?igsh=Z2NpZjUzaXp4bGdl,https://maps.google.com/?cid=16559536681577564227,4.8,19,N/A,Monday: Closed | Tuesday: 8:30 AM – 1:00 PM | Wednesday: 8:30 AM – 1:00 PM | Thursday: 8:30 AM – 1:00 PM | Friday: 8:30 AM – 1:00 PM | Saturday: 8:30 AM – 1:00 PM | Sunday: Closed,False,,ChIJUS93A0spuYURQ0h7LuBKz-U
Empanadas Argentinas San Agustinillo,Bakeries,15.6655891,-96.54390939999999,"Carretera principal hacia Mazunte s/n San Agustinillo, 70946 San Agustinillo, Oax., Mexico",958 118 3248,N/A,https://maps.google.com/?cid=8776638753170613135,4.6,14,N/A,Monday: Closed | Tuesday: Closed | Wednesday: 2:00 – 9:00 PM | Thursday: 2:00 – 9:00 PM | Friday: 2:00 – 9:00 PM | Saturday: 2:00 – 9:00 PM | Sunday: 2:00 – 9:00 PM,False,,ChIJoze4_8opuYURj2OpBHLizHk
El Gecko Mazunte,Bakeries,15.6649974,-96.5561097,"Rinconcito 70947, 70948 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=11299746060388948330,4.8,88,N/A,Monday: 12:30 – 10:00 PM | Tuesday: 12:30 – 10:30 PM | Wednesday: 12:30 – 10:00 PM | Thursday: 12:30 – 10:00 PM | Friday: 12:30 – 10:00 PM | Saturday: 12:30 – 10:00 PM | Sunday: 12:30 – 10:30 PM,False,,ChIJkwqT-J0puYURalmaXSzD0Jw
Las Delicias de Ale y Clau,Bakeries,15.6766633,-96.56863589999999,"México 175 sn, El Zapotal, 70947 Oax., Mexico",958 122 0700,N/A,https://maps.google.com/?cid=16026009239961324052,N/A,N/A,N/A,Monday: Closed | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 8:00 AM – 5:00 PM,False,,ChIJ2U51gFMpuYURFMoFi37SZ94
El Café de la Luz,Bakeries,15.6647822,-96.5558495,"Rinconcito, 70946 Mazunte, Oax., Mexico",322 348 4276,N/A,https://maps.google.com/?cid=286853605493083512,4.7,41,N/A,N/A,Unknown,,ChIJB5NTkiQpuYUReI30mdUb-wM
Hridaya Yoga,Yoga Studios,15.6666347,-96.5484559,"Hridaya Yoga Center, 70949 Mazunte, Oax., Mexico",958 688 5889,http://www.hridaya-yoga.com/,https://maps.google.com/?cid=16695909594905015257,4.8,121,N/A,Monday: 8:00 AM – 3:30 PM | Tuesday: 8:00 AM – 3:30 PM | Wednesday: 8:00 AM – 3:30 PM | Thursday: 8:00 AM – 3:30 PM | Friday: 8:00 AM – 3:30 PM | Saturday: 9:00 AM – 3:30 PM | Sunday: Closed,False,,ChIJ_dB3OTwouYUR2XNZXlHJs-c
Kairos Studio,Yoga Studios,15.6668577,-96.552881,"avenida principal, Golfina, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=14085685024745991148,5,7,N/A,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,False,,ChIJ5xjXfqUpuYUR7CsGnuZnesM
"Akasha Yoga, Dance and Martial Arts",Yoga Studios,15.6668676,-96.5478884,"Carretera Principal Mazunte - San Agustinillo, 70947 Mazunte, Oax., Mexico",951 509 7114,N/A,https://maps.google.com/?cid=10178176862124644214,5,10,N/A,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,False,,ChIJ89Mm_VwpuYURdhcKCO4lQI0
Meditation Station,Yoga Studios,15.6665628,-96.54993990000001,"Calle Principal SN, entre el Museo de la Tortuga y Hridaya Yoga, 70947 Mazunte, Oax., Mexico",958 144 6080,http://www.mazuntehealing.com/,https://maps.google.com/?cid=3978851697232622911,4.9,79,N/A,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 8:00 AM – 6:00 PM,False,,ChIJH8_w3lspuYURP7WCq4m4Nzc
Semanawak Temazcal & Yoga,Yoga Studios,15.6668396,-96.55280379999999,"Av.Paseo del Mazunte sin, frente a la esquina poniente del Centro Mexicano de la Tortuga en, Supermanzana número, 70947 Mazunte, Oax., Mexico",958 122 9816,https://instagram.com/semanawakmazunte?igshid=YmMyMTA2M2Y=,https://maps.google.com/?cid=14557798422577930970,4.8,23,N/A,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 8:00 AM – 6:00 PM,False,,ChIJ28k7mkApuYUR2uJ_6YiwB8o
Solstice Yoga Center,Yoga Studios,15.6660379,-96.5448298,"Cabañas Las Tres Marías, 70947 San Agustinillo, Oax., Mexico",N/A,https://restorativealignment.com/,https://maps.google.com/?cid=4849119337103747258,N/A,N/A,N/A,N/A,Unknown,,ChIJ850AODcouYURuuiLaViIS0M
Kinam Mazunte,Yoga Studios,15.6688677,-96.5538273,"al lado de Posada la Huerta, Camino Al Alguaje S/N, 70947 Mazunte, Oax., Mexico",958 106 8640,N/A,https://maps.google.com/?cid=2000919200363834705,N/A,N/A,N/A,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,False,,ChIJDUDJbMUpuYURUe3xUWmxxBs
La Nada Mazunte,Yoga Studios,15.6724634,-96.5598596,"Carretara Mazunte - Ventanilla El Mirador, 70947 Mazunte, Oax., Mexico",442 452 7717,https://www.facebook.com/La-Nada-100151065005292/,https://maps.google.com/?cid=9524414170454386567,4.8,109,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJp5Se7dwpuYURh2ehuzmELYQ
Las Lemurias,Yoga Studios,15.6623802,-96.5589518,"Calle Punta cometa, Cam. a Playa Mermejita 9-9, 70949 Mazunte, Oax., Mexico",958 219 8204,N/A,https://maps.google.com/?cid=9003537667789095996,5,4,N/A,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 – 9:00 AM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,False,,ChIJ542LC2wpuYURPARrWs798nw
Centro Nijo,Yoga Studios,15.6855569,-96.5700943,"Carretera San Antonio - Mazunte s/n Comunidad El Zapotal, 70946 Santa María Tonameca, Oax., Mexico",958 100 8420,http://www.centronijo.com/,https://maps.google.com/?cid=9351913950298765522,4.9,21,N/A,Monday: Closed | Tuesday: 10:00 AM – 2:00 PM | Wednesday: 10:00 AM – 2:00 PM | Thursday: 10:00 AM – 2:00 PM | Friday: 10:00 AM – 2:00 PM | Saturday: 10:00 AM – 2:00 PM | Sunday: Closed,False,,ChIJj-y0pv3XuIUR0viTcTCsyIE
Bliss Haven Retreat Centre & Hotel,Yoga Studios,15.6677938,-96.55081849999999,"C. Tamarindos S/N, 70947 Mazunte, Oax., Mexico",958 128 8226,http://www.blisshaven.yoga/,https://maps.google.com/?cid=91887312529474445,4.4,23,N/A,N/A,Unknown,,ChIJg_WqUAopuYURjUOvHgZzRgE
Posada Rancho Cerro Largo,Yoga Studios,15.6649022,-96.5356066,"San Agustinilllo S/N, Col. Playa Aragón, 70946 Santa María Tonameca, Oax., Mexico",N/A,https://ranchocerrolargo.wixsite.com/ranchocerrolargo,https://maps.google.com/?cid=2374948082675943305,4.8,68,N/A,N/A,Unknown,,ChIJL0qWK8spuYURiQflu7KC9SA
Mitotecali Danza y Yoga,Yoga Studios,15.6683965,-96.5571047,"Av. Principal Mazunte, Frente al mercado Orgánico de los domingos, frente de Restaurant la Empada, Supermanzana En, 70947 Mazunte, Oax., Mexico",958 128 0944,https://www.facebook.com/Mitote_cali2022,https://maps.google.com/?cid=15505051203931523553,4.3,12,N/A,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,False,,ChIJ_zZiTTkpuYUR4cmUsusBLdc
El Grillo,Yoga Studios,15.6677919,-96.5556763,"Rinconcito Supermanzana en, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=4568006826491347185,4.3,23,N/A,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 9:00 AM – 3:00 PM,False,,ChIJrXVPrQ4puYUR8YCToAHSZD8
Masaje con sentido,Yoga Studios,15.6669805,-96.5559444,"frente a ""Puro corazón, Rinconcito s/n, 70947 Mazunte, Oax., Mexico",N/A,N/A,https://maps.google.com/?cid=9967790719145314560,4.9,118,N/A,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,False,,ChIJlcokAeApuYURAIkX8ti0VIo
Restorative Yoga Backmitra,Yoga Studios,15.6657781,-96.5493817,"Cerrada del Museo S/N, 70946, 70947 Mazunte, Oax., Mexico",011 15-5619-1151,N/A,https://maps.google.com/?cid=11861908875357157314,N/A,N/A,N/A,N/A,Unknown,,ChIJgcwWnbMpuYURwne3aUb3naQ
CAMP,Yoga Studios,15.6648691,-96.5248216,"C. las Casitas 51, Playa Zipolite, 70947 Arroyo Tres, Oax., Mexico",N/A,https://camp.mx/,https://maps.google.com/?cid=9731073114288166711,4.6,73,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJwWSaKcYpuYURNxeApHC3C4c
Las Tres Marias,Yoga Studios,15.6663151,-96.5449573,"San Agustinillo, 70946 Oax., Mexico",958 100 4044,N/A,https://maps.google.com/?cid=8881688992873930557,4.4,154,N/A,N/A,Unknown,,ChIJNfNZQTcouYURPV-_8RQZQns
OSTEOPATH MAZUNTE,Yoga Studios,15.66706,-96.5481406,"Carretera Principal Mazunte - San Agustinillo, 70947 Mazunte, Oax., Mexico",951 509 7114,http://www.osteopathyakasha.com/,https://maps.google.com/?cid=8153170506119288821,5,93,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJvSAb35spuYUR9ZduwmDhJXE
The Santosha Refuge,Yoga Studios,15.667776,-96.55085170000001,"C. Tamarindos S/N, 70947 Mazunte, Oax., Mexico",958 128 8226,https://www.thesantosharefuge.com/,https://maps.google.com/?cid=17493832032796720027,5,2,N/A,N/A,Unknown,,ChIJz09XyX8puYURm7syK4yTxvI
euritmia,Massage & Spa,15.6676798,-96.55453999999999,"tegochines sn, 70947 Mazunte, Oax., Mexico",81 2395 3542,N/A,https://maps.google.com/?cid=16859395066452954211,5,3,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJhQ2gEsYpuYURY8zm73ya-Ok
Haircuts Diana,Massage & Spa,15.667555,-96.5572942,"Calle Bugambilias 7, 70946 Mazunte, Oax., Mexico",984 144 1043,N/A,https://maps.google.com/?cid=3652241453808398209,5,7,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJsZq1EJMpuYURga80eEBerzI
SPA TAMARINDO,Massage & Spa,15.6665029,-96.5235616,"arroyo 3, Playa Zipolite, 70947 zipolite, Oax., Mexico",55 5987 2698,N/A,https://maps.google.com/?cid=11751658849254726125,4.5,8,N/A,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:00 PM | Sunday: Closed,False,,ChIJaxugQYspuYUR7Vln33VHFqM
Masajes Espacio Terapéutico Casa San Agus,Massage & Spa,15.6659551,-96.546075,"Calle principal sn, San Agustinillo, 70946 San Agustinillo, Oax., Mexico",958 111 0251,https://www.facebook.com/profile.php?id=100086669983874,https://maps.google.com/?cid=15566987861799495491,4.6,14,N/A,Monday: 10:00 AM – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: Closed,False,,ChIJFX-5pxgpuYURQ2dgnfsMCdg
Kalli massages & Energy healing,Massage & Spa,15.6616753,-96.5600865,"Cam. a Playa Mermejita, 70947 Mazunte, Oax., Mexico",55 2863 0623,https://www.astralkalli.com/,https://maps.google.com/?cid=844802958337017458,5,24,N/A,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 9:00 AM – 5:00 PM,False,,ChIJQ_b8KQYpuYURcobgjNBXuQs
Cranial Bliss Therapy Massage with Aimee,Massage & Spa,15.6666494,-96.54582459999999,"Calle Principal, 70947 San Agustinillo, Oax., Mexico",0210 661 826,https://www.aimsinlove.com/,https://maps.google.com/?cid=10263782846785916564,N/A,N/A,N/A,Monday: 9:00 AM – 4:00 PM | Tuesday: 9:00 AM – 4:00 PM | Wednesday: 9:00 AM – 4:00 PM | Thursday: 9:00 AM – 4:00 PM | Friday: 9:00 AM – 4:00 PM | Saturday: 9:00 AM – 4:00 PM | Sunday: 9:00 AM – 4:00 PM,False,,ChIJAV7hKecpuYURlA5sih5IcI4
Cocodrilo Enamorado Mazunte,Massage & Spa,15.6769542,-96.565606,"Km 175 Rumbo a Mazunte, 70946 Pochutla, Oax., Mexico",958 118 6239,N/A,https://maps.google.com/?cid=4406816702921284161,5,5,N/A,Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 9:00 AM – 3:00 PM,False,,ChIJMYT5tDEpuYURQZrhZ3EoKD0
Zazil Retreat,Massage & Spa,15.6685859,-96.5435529,"Unnamed Road, 70947 San Agustinillo, Oax., Mexico",55 1191 3964,http://zazilretreat.com/,https://maps.google.com/?cid=3765550403382682310,4.1,67,N/A,N/A,Unknown,,ChIJ4YXz8DAouYURxiJ0ISTsQTQ
"Posada ""El Titanic""",Wellness Centers,15.6667884,-96.555802,"Rinconcito SN, 70947 Mazunte, Oax., Mexico",958 107 3090,N/A,https://maps.google.com/?cid=12355223765057102279,5,5,N/A,N/A,Unknown,,ChIJIeCFQbYpuYURx2GxtI2Sdqs
Casa de los Magos,Wellness Centers,15.6699086,-96.5767793,"Camino al Manglar, 70947 La Ventanilla, Oax., Mexico",55 1511 6170,N/A,https://maps.google.com/?cid=14324640992101023061,5,2,N/A,N/A,Unknown,,ChIJswhe0wIpuYURVT0uTRZZy8Y
Mukti Bukti,Wellness Centers,15.6659039,-96.5303763,"Cam. Aragón, 70947 Oax., Mexico",222 215 3317,http://www.experienciaswellness.io/,https://maps.google.com/?cid=764290646044255936,5,2,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJ3UO4o4MpuYURwCafDktOmwo
Tantra Ritual,Wellness Centers,15.6670213,-96.5485502,"Ctra. Mazunte – San Agustinillo s/n, 70947 Mazunte, Oax., Mexico",N/A,https://tantraritual.com/,https://maps.google.com/?cid=1856666786795060624,N/A,N/A,N/A,N/A,Unknown,,ChIJPaefTRcpuYURkH0vBZs0xBk
Equilia: Medicina Integrativa,Wellness Centers,15.6669117,-96.5510989,"calle principal sin numero, 70946 Mazunte, Oax., Mexico",55 5964 6412,N/A,https://maps.google.com/?cid=15105351514518473944,5,22,N/A,Monday: 11:00 AM – 4:00 PM | Tuesday: 11:00 AM – 4:00 PM | Wednesday: 11:00 AM – 4:00 PM | Thursday: 11:00 AM – 4:00 PM | Friday: 11:00 AM – 4:00 PM | Saturday: Closed | Sunday: Closed,False,,ChIJeaFssPkpuYUR2ExIviv9oNE
Aguila Blanca Reiki,Healing Centers,15.6694819,-96.5555176,"S/N, 70946 Mazunte, Oax., Mexico",958 115 0700,https://aguilablancaweb.wixsite.com/website,https://maps.google.com/?cid=15374216545899669230,4.8,24,N/A,"Monday: 9:00 AM – 1:00 PM, 4:00 – 6:00 PM | Tuesday: 9:00 AM – 1:00 PM, 4:00 – 6:00 PM | Wednesday: 9:00 AM – 1:00 PM, 4:00 – 6:00 PM | Thursday: 4:00 AM – 6:00 PM | Friday: 9:00 AM – 1:00 PM, 4:00 – 6:00 PM | Saturday: 4:00 AM – 6:00 PM | Sunday: Closed",False,,ChIJ90SKFIYpuYUR7mZIDn4wXNU
Private Bufo Alvarius Ceremonies & Retreats - Isa Lucia,Healing Centers,15.6698027,-96.53881109999999,"Colonia la laja por el arroyo, 70947 San Agustinillo, Oax., Mexico",55 2092 6420,https://isalucia.com/?utm_source=gmb&utm_medium=referral&utm_campaign=gmbg,https://maps.google.com/?cid=4346430262448573522,4.9,14,N/A,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM,False,,ChIJdz0_6fQpuYURUkxBmkufUTw
Healing Hut,Healing Centers,15.6654204,-96.5424896,"Avenida, 70947 San Agustinillo, Oax., Mexico",958 173 7274,N/A,https://maps.google.com/?cid=5904665761096966823,N/A,N/A,N/A,N/A,Unknown,,ChIJnQL-kz8puYURp6KYtzmW8VE
Celeste del Mar,Hotels & Hostels,15.6623705,-96.55987789999999,"Cam. a Playa Mermejita S/N, 70946 ﻿Mazunte, Oax., Mexico",958 107 5296,N/A,https://maps.google.com/?cid=15950221897609060339,4.3,41,N/A,N/A,Unknown,,ChIJtwYc2BQouYUR8x-l106SWt0
Un Sueño Cabañas del Pacifico,Hotels & Hostels,15.6658112,-96.5430081,"70940 San Agustinillo, Oax., Mexico",958 113 8749,http://www.unsueno.mx/,https://maps.google.com/?cid=16101510084385722326,4.5,405,N/A,N/A,Unknown,,ChIJgfyJ5zYouYUR1k8uvxwOdN8
Casa Pan de Miel,Hotels & Hostels,15.6652708,-96.5487442,"Cda. Museo de la Tortuga s/n, 70946 Mazunte, Oax., Mexico",958 100 4719,N/A,https://maps.google.com/?cid=7796760992287052076,4.7,247,N/A,N/A,Unknown,,ChIJB9_AXjsouYURLFHkP9CoM2w
Casa Mermejita,Hotels & Hostels,15.6631206,-96.559382,"Cam. a Playa Mermejita s/n, 70947 Mazunte, Oax., Mexico",958 106 0700,http://casamermejita.com/,https://maps.google.com/?cid=8692960969257342926,4.2,101,N/A,N/A,Unknown,,ChIJJTqvBhUouYURzlfruvGZo3g
Zoa Hotel,Hotels & Hostels,15.6657921,-96.5493772,"Cerrada Del Museo De La Tortuga S/N, 70946 Mazunte, Oax., Mexico",958 187 0347,N/A,https://maps.google.com/?cid=14784195012160882248,4.4,200,N/A,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,True,,ChIJARIkXjcouYURSIbzlQgDLM0
Posada Arigalan,Hotels & Hostels,15.6659442,-96.54890309999999,"Cerrada del Museo S/N, 70946 Mazunte, Oax., Mexico",958 111 3383,http://www.arigalan.com/,https://maps.google.com/?cid=16455593899919454622,4.6,108,N/A,N/A,Unknown,,ChIJ9YjanDkouYURnrHIbHcDXuQ
Casa Sérénité,Hotels & Hostels,15.6649956,-96.55722329999999,"Cam. Mermejita, 70947 Mazunte, Oax., Mexico",19581079990,N/A,https://maps.google.com/?cid=17002353914657475116,5,1,N/A,N/A,Unknown,,ChIJqZfI9BUouYURLIqhlM1-9Os
Hotel El Copal,Hotels & Hostels,15.6620785,-96.55970239999999,"Calle del Panteón, Cam. Mermejita s/n, 70946 Mazunte, Oax., Mexico",55 5616 1144,N/A,https://maps.google.com/?cid=12452767444466263220,4.3,272,N/A,Monday: 7:00 AM – 10:30 PM | Tuesday: 7:00 AM – 10:30 PM | Wednesday: 7:00 AM – 10:30 PM | Thursday: 7:00 AM – 10:30 PM | Friday: 7:00 AM – 10:30 PM | Saturday: 7:00 AM – 10:30 PM | Sunday: 7:00 AM – 10:30 PM,False,,ChIJu5hHGhQouYURtOT1XQMe0aw
Casa Corazon Mazunte,Hotels & Hostels,15.6654885,-96.55557259999999,"Palma Real S/N, 06760 Mazunte, Oax., Mexico",983 168 5584,http://www.corazonmazunte.com/,https://maps.google.com/?cid=1617579656282055304,3.9,58,N/A,N/A,Unknown,,ChIJ8fobbT4ouYURiCKXiCDMchY
OceanoMar,Hotels & Hostels,15.6637583,-96.55976869999999,"Cam. a Playa Mermejita, 70946 Mazunte, Oax., Mexico",19585876232,https://www.oceanomar.com/,https://maps.google.com/?cid=11079794995737856550,4.7,119,N/A,N/A,Unknown,,ChIJxVBY-xQouYURJgobadhWw5k
Posada Paloma,Hotels & Hostels,15.6664341,-96.5422239,"Calle Principal s/n, 70940 San Agustinillo, Oax., Mexico",(514) 237-9708,http://posadapaloma.tuhotel.com.mx/,https://maps.google.com/?cid=14833324201582381874,4.6,91,N/A,N/A,Unknown,,ChIJoZTM2DYouYURMsuFYcWN2s0
Las Cabanas Magicas,Hotels & Hostels,15.6665892,-96.5438423,"Calle principal, San Agustinillo, 70947 San Agustinillo, Oax., Mexico",958 115 3775,http://booking.com/hotel/mx/las-cabanas-magicas.html,https://maps.google.com/?cid=14412023068443241146,4.5,15,N/A,N/A,Unknown,,ChIJRayZR0spuYURumpLYZ_KAcg
Cabañas Ventanilla,Hotels & Hostels,15.6696169,-96.5762206,"Supermanzana Ventanilla, 70947 Oax., Mexico",958 220 5797,N/A,https://maps.google.com/?cid=44432582156611475,4.6,80,N/A,Monday: 8:00 AM – 7:00 PM | Tuesday: 8:00 AM – 7:00 PM | Wednesday: 8:00 AM – 7:00 PM | Thursday: 8:00 AM – 7:00 PM | Friday: 8:00 AM – 7:00 PM | Saturday: 8:00 AM – 7:00 PM | Sunday: 8:00 AM – 7:00 PM,False,,ChIJF0Aq_-wpuYURk-_lszLbnQA
Posada Nautica,Hotels & Hostels,15.6669529,-96.552281,"Privada las Tortuguitas S/N, 70947 Mazunte, Oax., Mexico",12291111129,N/A,https://maps.google.com/?cid=17408167548846320100,4.5,43,N/A,N/A,Unknown,,ChIJt_XzrD4ouYUR5Kl3Oyc8lvE
Posada Arrecife,Hotels & Hostels,15.6681059,-96.5544082,"cam. a la Aguaje s/n a un costado de la Av. principal al pasar el puente, 70947 Mazunte, Oax., Mexico",998 407 9745,N/A,https://maps.google.com/?cid=6007575874830683232,4,2,N/A,N/A,Unknown,,ChIJ5ya3NTwouYURYEx9vG0yX1M
Posada del Arquitecto,Hotels & Hostels,15.664174,-96.5555945,"Andador Rinconcito Colonia Rinconcito, Rinconcito, 70946 Mazunte, Oax., Mexico",958 113 9744,http://www.posadadelarquitecto.com/,https://maps.google.com/?cid=5817151471655965522,4.2,1096,N/A,N/A,Unknown,,ChIJPVv8SD4ouYURUtOxYHGsulA
"OYO Cabañas Abril, Mazunte",Hotels & Hostels,15.668013,-96.5565963,"Avenida Principal, Ocotillo S/N, 70902 Mazunte, Oax., Mexico",222 690 3543,https://www.oyorooms.com/MX/99918/?utm_source=GMB_MX&utm_medium=Organic&utm_campaign=MX_SANE001&latitude=15.6680205155555&longitude=-96.5566017664968&locale=es,https://maps.google.com/?cid=2450556521147318065,3.5,374,N/A,N/A,Unknown,,ChIJIxe5jD0ouYURMb8AISwgAiI
Posada Olivo,Hotels & Hostels,15.6676071,-96.5480503,"Barrio el Organo sn a 50m desde la carretera federal n.175, 70947 Mazunte, Oax., Mexico",958 117 3796,N/A,https://maps.google.com/?cid=17438625894079233606,5,67,N/A,N/A,Unknown,,ChIJB-lYPDoouYURRn6FW9txAvI
El rinconcito de Mazunte,Hotels,15.6652806,-96.5560581,"Rinconcito s/n, 70947 Mazunte, Oax., Mexico",958 107 6347,https://www.hotelrinconcitodemazunte.com/,https://maps.google.com/?cid=10270356839110662737,4.3,517,$$,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 8:00 AM – 11:00 PM | Sunday: 8:00 AM – 11:00 PM,False,,ChIJK2IMvSopuYURUdqxZyGjh44
Cabins Balamjuyuc,Hotels,15.6638031,-96.55700279999999,"cerro del panteon, Cam. a Punta Cometa s/n, 70946 Mazunte, Oax., Mexico",958 583 7667,https://www.balamjuyucmazunte.com/,https://maps.google.com/?cid=17314473496507263600,4,274,N/A,Monday: 1:00 AM – 12:00 AM | Tuesday: 1:00 AM – 12:00 AM | Wednesday: 1:00 AM – 12:00 AM | Thursday: 1:00 AM – 12:00 AM | Friday: 1:00 AM – 12:00 AM | Saturday: 1:00 AM – 12:00 AM | Sunday: 1:00 AM – 12:00 AM,True,,ChIJ-ytzCUAouYURcCo7uOhdSfA
